	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann	estimate
9183	13129	13	129	Gordon County, Georgia	8132	Grantmaking and giving services	81	2.4	1.6	44.0	
9184	13129	13	129	Gordon County, Georgia	8133	Social advocacy organizations	81	2.8	0.0	236.6	
9185	13129	13	129	Gordon County, Georgia	8134	Civic and social organizations	81	4.8	19.8	397.4	
9186	13129	13	129	Gordon County, Georgia	8139	Business, professional, labor, political, and similar organizations	81	3.8	5.0	431.2	
9187	13131	13	131	Grady County, Georgia	1133	Logging	11	17.6	137.8	4995.6	
9190	13131	13	131	Grady County, Georgia	2361	Residential building construction	23	8.0	9.2	230.2	
9191	13131	13	131	Grady County, Georgia	2362	Nonresidential building construction	23	2.8	5.2	420.8	
9194	13131	13	131	Grady County, Georgia	2381	Foundation, structure, and building exterior contractors	23	10.6	58.8	1546.2	
9195	13131	13	131	Grady County, Georgia	2382	Building equipment contractors	23	6.0	26.6	722.4	
9197	13131	13	131	Grady County, Georgia	2389	Other specialty trade contractors	23	5.8	18.2	587.0	
9206	13131	13	131	Grady County, Georgia	3323	Architectural and structural metals manufacturing	33	2.4	24.6	647.0	
9207	13131	13	131	Grady County, Georgia	3327	Machine shops; turned product; and screw, nut, and bolt manufacturing	33	2.8	5.4	131.8	
9212	13131	13	131	Grady County, Georgia	3371	Household and institutional furniture and kitchen cabinet manufacturing	33	3.0	0.0	20.0	
9218	13131	13	131	Grady County, Georgia	4238	Machinery, equipment, and supplies merchant wholesalers	42	8.0	33.8	1464.6	
9221	13131	13	131	Grady County, Georgia	4244	Grocery and related product merchant wholesalers	42	6.0	41.2	2089.2	
9223	13131	13	131	Grady County, Georgia	4249	Miscellaneous nondurable goods merchant wholesalers	42	4.8	28.0	1849.8	
9225	13131	13	131	Grady County, Georgia	4411	Automobile dealers	44	4.2	62.2	2838.8	
9227	13131	13	131	Grady County, Georgia	4413	Automotive parts, accessories, and tire stores	44	4.0	15.4	322.2	
9230	13131	13	131	Grady County, Georgia	4431	Electronics and appliance stores	44	3.2	9.6	470.6	
9231	13131	13	131	Grady County, Georgia	4441	Building material and supplies dealers	44	3.0	11.4	277.0	
9233	13131	13	131	Grady County, Georgia	4451	Grocery stores	44	7.8	109.2	1990.8	
9235	13131	13	131	Grady County, Georgia	4453	Beer, wine, and liquor stores	44	2.4	1.6	37.6	
9236	13131	13	131	Grady County, Georgia	4461	Health and personal care stores	44	6.0	73.6	2110.0	
9237	13131	13	131	Grady County, Georgia	4471	Gasoline stations	44	18.0	39.6	1342.6	
9238	13131	13	131	Grady County, Georgia	4481	Clothing stores	44	2.2	4.2	40.4	
9248	13131	13	131	Grady County, Georgia	4543	Direct selling establishments	45	2.2	2.6	81.0	
9249	13131	13	131	Grady County, Georgia	4841	General freight trucking	48	4.2	0.0	157.6	
9250	13131	13	131	Grady County, Georgia	4842	Specialized freight trucking	48	7.4	16.6	2237.0	
9257	13131	13	131	Grady County, Georgia	5221	Depository credit intermediation	52	7.2	86.6	4228.2	
9258	13131	13	131	Grady County, Georgia	5222	Nondepository credit intermediation	52	11.6	28.2	1069.0	
9262	13131	13	131	Grady County, Georgia	5242	Agencies, brokerages, and other insurance related activities	52	8.2	8.2	465.0	
9263	13131	13	131	Grady County, Georgia	5311	Lessors of real estate	53	8.0	11.0	393.2	
9264	13131	13	131	Grady County, Georgia	5312	Offices of real estate agents and brokers	53	2.2	1.6	35.0	
9265	13131	13	131	Grady County, Georgia	5313	Activities related to real estate	53	9.4	10.4	570.0	
9268	13131	13	131	Grady County, Georgia	5411	Legal services	54	5.4	10.4	517.6	
9269	13131	13	131	Grady County, Georgia	5412	Accounting, tax preparation, bookkeeping, and payroll services	54	5.8	5.4	576.8	
9273	13131	13	131	Grady County, Georgia	5416	Management, scientific, and technical consulting services	54	1.6666666666666667	1.3333333333333333	15.666666666666664	
9277	13131	13	131	Grady County, Georgia	5613	Employment services	56	2.6	34.2	663.0	
9278	13131	13	131	Grady County, Georgia	5617	Services to buildings and dwellings	56	7.6	32.0	1153.6	
9281	13131	13	131	Grady County, Georgia	6116	Other schools and instruction	61	3.0	4.2	115.0	
9282	13131	13	131	Grady County, Georgia	6211	Offices of physicians	62	9.8	116.2	3410.0	
9283	13131	13	131	Grady County, Georgia	6212	Offices of dentists	62	5.0	51.4	1830.0	
9284	13131	13	131	Grady County, Georgia	6213	Offices of other health practitioners	62	4.8	22.6	979.4	
9290	13131	13	131	Grady County, Georgia	6241	Individual and family services	62	3.0	2.4	30.4	
9293	13131	13	131	Grady County, Georgia	6244	Child day care services	62	3.0	4.8	58.6	
9295	13131	13	131	Grady County, Georgia	7139	Other amusement and recreation industries	71	4.0	8.2	181.0	
9296	13131	13	131	Grady County, Georgia	7211	Traveler accommodation	72	3.4	9.0	148.0	
9298	13131	13	131	Grady County, Georgia	7225	Restaurants and other eating places	72	23.4	295.0	3440.2	
9299	13131	13	131	Grady County, Georgia	8111	Automotive repair and maintenance	81	11.8	14.8	923.4	
9300	13131	13	131	Grady County, Georgia	8113	Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance	81	5.2	29.4	879.8	
9301	13131	13	131	Grady County, Georgia	8114	Personal and household goods repair and maintenance	81	3.0	1.2	90.0	
9302	13131	13	131	Grady County, Georgia	8121	Personal care services	81	2.0	0.75	10.5	
9306	13131	13	131	Grady County, Georgia	8131	Religious organizations	81	22.8	107.4	1469.4	
9310	13133	13	133	Greene County, Georgia	1133	Logging	11	8.4	83.0	4386.2	
9316	13133	13	133	Greene County, Georgia	2361	Residential building construction	23	9.8	11.0	1143.0	
9319	13133	13	133	Greene County, Georgia	2372	Land subdivision	23	2.2	7.8	53.0	
9321	13133	13	133	Greene County, Georgia	2381	Foundation, structure, and building exterior contractors	23	5.0	17.4	386.0	
9322	13133	13	133	Greene County, Georgia	2382	Building equipment contractors	23	5.8	21.0	1419.0	
9323	13133	13	133	Greene County, Georgia	2383	Building finishing contractors	23	2.8	1.0	74.4	
9324	13133	13	133	Greene County, Georgia	2389	Other specialty trade contractors	23	4.8	11.2	675.2	
9338	13133	13	133	Greene County, Georgia	4231	Motor vehicle and motor vehicle parts and supplies merchant wholesalers	42	3.0	23.0	1207.2	
9342	13133	13	133	Greene County, Georgia	4238	Machinery, equipment, and supplies merchant wholesalers	42	3.0	5.0	234.0	
9343	13133	13	133	Greene County, Georgia	4239	Miscellaneous durable goods merchant wholesalers	42	2.6	1.4	202.4	
9347	13133	13	133	Greene County, Georgia	4251	Wholesale electronic markets and agents and brokers	42	7.4	7.6	1006.4	
9351	13133	13	133	Greene County, Georgia	4421	Furniture stores	44	4.0	6.0	177.8	
9353	13133	13	133	Greene County, Georgia	4431	Electronics and appliance stores	44	1.6	3.4	120.8	
9354	13133	13	133	Greene County, Georgia	4441	Building material and supplies dealers	44	3.8	51.6	1329.0	
9355	13133	13	133	Greene County, Georgia	4442	Lawn and garden equipment and supplies stores	44	3.0	23.0	463.2	
9356	13133	13	133	Greene County, Georgia	4451	Grocery stores	44	6.6	225.4	4842.0	
9358	13133	13	133	Greene County, Georgia	4453	Beer, wine, and liquor stores	44	4.4	4.2	252.6	
9359	13133	13	133	Greene County, Georgia	4461	Health and personal care stores	44	6.8	42.8	2213.2	
9360	13133	13	133	Greene County, Georgia	4471	Gasoline stations	44	19.8	118.0	2016.0	
9365	13133	13	133	Greene County, Georgia	4529	Other general merchandise stores	45	5.2	22.2	520.4	
9367	13133	13	133	Greene County, Georgia	4532	Office supplies, stationery, and gift stores	45	2.8	2.2	31.4	
9372	13133	13	133	Greene County, Georgia	4841	General freight trucking	48	6.6	31.8	1341.6	
9381	13133	13	133	Greene County, Georgia	5221	Depository credit intermediation	52	12.8	114.4	6160.0	
9382	13133	13	133	Greene County, Georgia	5222	Nondepository credit intermediation	52	5.8	8.6	689.6	
9384	13133	13	133	Greene County, Georgia	5231	Securities and commodity contracts intermediation and brokerage	52	5.2	3.0	349.6	
9385	13133	13	133	Greene County, Georgia	5239	Other financial investment activities	52	1.8	2.6	251.4	
9387	13133	13	133	Greene County, Georgia	5242	Agencies, brokerages, and other insurance related activities	52	10.6	25.4	1995.4	
9388	13133	13	133	Greene County, Georgia	5311	Lessors of real estate	53	4.0	2.0	213.0	
9389	13133	13	133	Greene County, Georgia	5312	Offices of real estate agents and brokers	53	9.4	4.2	566.4	
9390	13133	13	133	Greene County, Georgia	5313	Activities related to real estate	53	4.2	3.2	224.2	
9391	13133	13	133	Greene County, Georgia	5322	Consumer goods rental	53	3.0	7.6	391.0	
9393	13133	13	133	Greene County, Georgia	5411	Legal services	54	5.4	16.0	1025.0	
9394	13133	13	133	Greene County, Georgia	5412	Accounting, tax preparation, bookkeeping, and payroll services	54	6.4	12.0	417.4	
9395	13133	13	133	Greene County, Georgia	5413	Architectural, engineering, and related services	54	4.6	7.8	504.6	
9396	13133	13	133	Greene County, Georgia	5414	Specialized design services	54	2.8	0.0	54.6	
9397	13133	13	133	Greene County, Georgia	5415	Computer systems design and related services	54	3.4	0.0	111.0	
9398	13133	13	133	Greene County, Georgia	5416	Management, scientific, and technical consulting services	54	12.0	12.2	1026.2	
9399	13133	13	133	Greene County, Georgia	5418	Advertising, public relations, and related services	54	1.75	0.0	84.25	
9400	13133	13	133	Greene County, Georgia	5419	Other professional, scientific, and technical services	54	2.6	0.0	112.6	
9407	13133	13	133	Greene County, Georgia	5617	Services to buildings and dwellings	56	10.8	40.8	1420.0	
9411	13133	13	133	Greene County, Georgia	6111	Elementary and secondary schools	61	1.8	6.4	124.4	
9412	13133	13	133	Greene County, Georgia	6116	Other schools and instruction	61	2.8	6.0	206.2	
9414	13133	13	133	Greene County, Georgia	6211	Offices of physicians	62	9.2	58.6	3797.4	
9415	13133	13	133	Greene County, Georgia	6212	Offices of dentists	62	5.6	29.2	1837.2	
9416	13133	13	133	Greene County, Georgia	6213	Offices of other health practitioners	62	9.8	32.6	1850.0	
9423	13133	13	133	Greene County, Georgia	6233	Continuing care retirement communities and assisted living facilities for the elderly	62	3.6	15.2	278.6	
9424	13133	13	133	Greene County, Georgia	6241	Individual and family services	62	3.2	8.4	138.6	
9430	13133	13	133	Greene County, Georgia	7212	RV (recreational vehicle) parks and recreational camps	72	2.6	37.0	548.2	
9432	13133	13	133	Greene County, Georgia	7225	Restaurants and other eating places	72	24.8	373.4	4399.8	
9433	13133	13	133	Greene County, Georgia	8111	Automotive repair and maintenance	81	9.4	16.8	1563.2	
9439	13133	13	133	Greene County, Georgia	8131	Religious organizations	81	16.6	96.4	1835.2	
9442	13133	13	133	Greene County, Georgia	8139	Business, professional, labor, political, and similar organizations	81	5.2	8.4	292.8	
9444	13135	13	135	Gwinnett County, Georgia	1133	Logging	11	2.8	0.0	54.4	
9445	13135	13	135	Gwinnett County, Georgia	1151	Support activities for crop production	11	2.8	3.6	68.8	
9446	13135	13	135	Gwinnett County, Georgia	1152	Support activities for animal production	11	3.6	4.4	66.0	
9447	13135	13	135	Gwinnett County, Georgia	1153	Support activities for forestry	11	3.0	0.4	10.6	
9450	13135	13	135	Gwinnett County, Georgia	2211	Electric power generation, transmission and distribution	22	10.4	340.0	26786.0	
9453	13135	13	135	Gwinnett County, Georgia	2361	Residential building construction	23	406.4	1340.2	69083.8	
9454	13135	13	135	Gwinnett County, Georgia	2362	Nonresidential building construction	23	144.4	1414.2	90450.2	
9455	13135	13	135	Gwinnett County, Georgia	2371	Utility system construction	23	55.0	1256.2	68996.6	
9456	13135	13	135	Gwinnett County, Georgia	2372	Land subdivision	23	16.2	31.0	2302.0	
9457	13135	13	135	Gwinnett County, Georgia	2373	Highway, street, and bridge construction	23	21.2	775.8	40271.8	
9458	13135	13	135	Gwinnett County, Georgia	2379	Other heavy and civil engineering construction	23	5.6	122.0	8169.2	
9459	13135	13	135	Gwinnett County, Georgia	2381	Foundation, structure, and building exterior contractors	23	272.2	3040.6	156555.8	
9460	13135	13	135	Gwinnett County, Georgia	2382	Building equipment contractors	23	564.8	6847.0	357593.2	
9461	13135	13	135	Gwinnett County, Georgia	2383	Building finishing contractors	23	436.6	1737.4	74658.8	
9462	13135	13	135	Gwinnett County, Georgia	2389	Other specialty trade contractors	23	109.0	1659.6	70980.4	
9464	13135	13	135	Gwinnett County, Georgia	3113	Sugar and confectionery product manufacturing	31	4.6	69.2	1311.2	
9466	13135	13	135	Gwinnett County, Georgia	3115	Dairy product manufacturing	31	4.0	298.4	12921.6	
9467	13135	13	135	Gwinnett County, Georgia	3116	Animal slaughtering and processing	31	5.8	412.0	17296.6	
9468	13135	13	135	Gwinnett County, Georgia	3118	Bakeries and tortilla manufacturing	31	29.8	1222.0	52116.6	
9469	13135	13	135	Gwinnett County, Georgia	3119	Other food manufacturing	31	4.6	69.8	3139.4	
9470	13135	13	135	Gwinnett County, Georgia	3121	Beverage manufacturing	31	4.4	20.8	1455.4	
9474	13135	13	135	Gwinnett County, Georgia	3133	Textile and fabric finishing and fabric coating mills	31	3.0	0.4	20.2	
9475	13135	13	135	Gwinnett County, Georgia	3141	Textile furnishings mills	31	6.8	38.0	1692.4	
9476	13135	13	135	Gwinnett County, Georgia	3149	Other textile product mills	31	15.8	233.0	9278.0	
9477	13135	13	135	Gwinnett County, Georgia	3152	Cut and sew apparel manufacturing	31	9.8	42.6	1372.2	
9478	13135	13	135	Gwinnett County, Georgia	3159	Apparel accessories and other apparel manufacturing	31	2.0	0.8	52.0	
9482	13135	13	135	Gwinnett County, Georgia	3212	Veneer, plywood, and engineered wood product manufacturing	32	4.8	66.6	3393.2	
9483	13135	13	135	Gwinnett County, Georgia	3219	Other wood product manufacturing	32	14.6	423.0	14941.6	
9485	13135	13	135	Gwinnett County, Georgia	3222	Converted paper product manufacturing	32	11.4	753.6	38694.0	
9486	13135	13	135	Gwinnett County, Georgia	3231	Printing and related support activities	32	113.6	1530.6	68912.0	
9487	13135	13	135	Gwinnett County, Georgia	3241	Petroleum and coal products manufacturing	32	3.0	7.2	839.8	
9488	13135	13	135	Gwinnett County, Georgia	3251	Basic chemical manufacturing	32	2.4	16.6	1071.0	
9491	13135	13	135	Gwinnett County, Georgia	3254	Pharmaceutical and medicine manufacturing	32	6.6	256.2	23383.2	
9492	13135	13	135	Gwinnett County, Georgia	3255	Paint, coating, and adhesive manufacturing	32	9.2	146.0	7888.2	
9493	13135	13	135	Gwinnett County, Georgia	3256	Soap, cleaning compound, and toilet preparation manufacturing	32	4.6	44.6	1814.8	
9494	13135	13	135	Gwinnett County, Georgia	3259	Other chemical product and preparation manufacturing	32	8.0	278.0	12398.4	
9495	13135	13	135	Gwinnett County, Georgia	3261	Plastics product manufacturing	32	22.6	1259.0	58664.2	
9498	13135	13	135	Gwinnett County, Georgia	3272	Glass and glass product manufacturing	32	7.4	633.8	36853.8	
9499	13135	13	135	Gwinnett County, Georgia	3273	Cement and concrete product manufacturing	32	11.0	203.6	11734.6	
9501	13135	13	135	Gwinnett County, Georgia	3279	Other nonmetallic mineral product manufacturing	32	12.4	136.2	7476.4	
9506	13135	13	135	Gwinnett County, Georgia	3321	Forging and stamping	33	3.0	174.4	9470.6	
9507	13135	13	135	Gwinnett County, Georgia	3322	Cutlery and handtool manufacturing	33	3.0	57.0	2893.2	
9508	13135	13	135	Gwinnett County, Georgia	3323	Architectural and structural metals manufacturing	33	23.6	1490.0	62538.6	
9512	13135	13	135	Gwinnett County, Georgia	3327	Machine shops; turned product; and screw, nut, and bolt manufacturing	33	25.8	133.4	5551.8	
9513	13135	13	135	Gwinnett County, Georgia	3328	Coating, engraving, heat treating, and allied activities	33	7.2	37.6	1862.6	
9514	13135	13	135	Gwinnett County, Georgia	3329	Other fabricated metal product manufacturing	33	8.2	135.8	6658.6	
9516	13135	13	135	Gwinnett County, Georgia	3332	Industrial machinery manufacturing	33	13.8	426.2	27011.0	
9517	13135	13	135	Gwinnett County, Georgia	3333	Commercial and service industry machinery manufacturing	33	4.2	15.6	901.4	
9518	13135	13	135	Gwinnett County, Georgia	3334	Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing	33	5.8	249.0	18421.6	
9519	13135	13	135	Gwinnett County, Georgia	3335	Metalworking machinery manufacturing	33	6.8	61.2	4322.2	
9521	13135	13	135	Gwinnett County, Georgia	3339	Other general purpose machinery manufacturing	33	7.6	627.6	33623.4	
9522	13135	13	135	Gwinnett County, Georgia	3341	Computer and peripheral equipment manufacturing	33	9.8	207.6	15510.0	
9523	13135	13	135	Gwinnett County, Georgia	3342	Communications equipment manufacturing	33	11.0	984.6	99004.8	
9524	13135	13	135	Gwinnett County, Georgia	3343	Audio and video equipment manufacturing	33	3.6	26.4	2054.0	
9525	13135	13	135	Gwinnett County, Georgia	3344	Semiconductor and other electronic component manufacturing	33	11.2	582.2	34537.6	
9526	13135	13	135	Gwinnett County, Georgia	3345	Navigational, measuring, electromedical, and control instruments manufacturing	33	10.8	904.6	82598.6	
